term	language	type	decade	count
justice	English	search_term	1730	0.00778926888501
justice	English	search_term	1740	0.00518024685002
justice	English	search_term	1750	0.00529052679177
justice	English	search_term	1760	0.00369540762961
justice	English	search_term	1770	0.00843223602362
justice	English	search_term	1780	0.00574706519616
justice	English	search_term	1790	0.00552480143535
justice	English	search_term	17u0	0.00242822453935
justice	English	search_term	1800	0.00241812213396
justice	French	search_term	1500	0.00230680507497
justice	French	search_term	1510	0.00294985250737
justice	French	search_term	1520	0.00451467268623
justice	French	search_term	1530	0.00811770674784
justice	French	search_term	1540	0.00696517412935
justice	French	search_term	1550	0.00347857927499
justice	French	search_term	1560	0.00263678312459
justice	French	search_term	1570	0.00203188496405
justice	French	search_term	1580	0.0020866576654
justice	French	search_term	1590	0.00203364762433
justice	French	search_term	15u0	0.021897810219
justice	French	search_term	1600	0.00312381673608
justice	French	search_term	1610	0.00275934564089
justice	French	search_term	1620	0.00297479254736
justice	French	search_term	1630	0.00299459041731
justice	French	search_term	1640	0.0018558255524
justice	French	search_term	1650	0.00373203955962
justice	French	search_term	1660	0.00413884443463
justice	French	search_term	1670	0.00398835148139
justice	French	search_term	1680	0.00368586593277
justice	French	search_term	1690	0.00296035894352
justice	French	search_term	16u0	0.00136612021858
justice	French	search_term	1700	0.00360629782743
justice	French	search_term	1710	0.00746169808822
justice	French	search_term	1720	0.00666666666667
justice	French	search_term	1730	0.00488081725312
justice	French	search_term	1740	0.00454720346987
justice	French	search_term	1750	0.00340199028003
justice	French	search_term	1760	0.00379830975216
justice	French	search_term	1770	0.00513171399247
justice	French	search_term	1780	0.00577004340978
justice	French	search_term	1790	0.00525386544584
justice	French	search_term	17u0	0.00118953211737
justice	French	search_term	1800	0.0023797800755
justice	German	search_term	1510	0.00767056923698
justice	German	search_term	1520	0.00253177124702
justice	German	search_term	1530	0.00756637776861
justice	German	search_term	1540	0.00363808921227
justice	German	search_term	1550	0.018596377749
justice	German	search_term	1560	0.00394542166694
justice	German	search_term	1570	0.00235617514235
justice	German	search_term	1580	0.00171027877544
justice	German	search_term	1590	0.00108479479298
justice	German	search_term	15u0	0.00385356454721
justice	German	search_term	1600	0.00409416581372
justice	German	search_term	1610	0.00270717401113
justice	German	search_term	1620	0.00235663786332
justice	German	search_term	1640	0.000704060079793
justice	German	search_term	1650	0.00274207369323
justice	German	search_term	1660	0.00184554230551
justice	German	search_term	1670	0.00231041043762
justice	German	search_term	1680	0.000882807327301
justice	German	search_term	1690	0.00133615410311
justice	German	search_term	1700	0.00222758492668
justice	German	search_term	1710	0.000799928895209
justice	German	search_term	1720	0.00276243093923
justice	German	search_term	1730	0.00206532548
justice	German	search_term	1740	0.00256566065762
justice	German	search_term	1750	0.00198317307692
justice	German	search_term	1760	0.000336172120126
justice	German	search_term	1770	0.000811808118081
justice	German	search_term	1780	0.00067186240258
justice	German	search_term	1790	0.000475209884366
justice	German	search_term	17u0	0.00313479623824
justice	German	search_term	1800	0.000141783638168
justice	Italian	search_term	1520	0.000417362270451
justice	Italian	search_term	1540	0.000163078930202
justice	Italian	search_term	1550	0.000118049817023
justice	Italian	search_term	1560	0.000593119810202
justice	Italian	search_term	1570	0.00115240564679
justice	Italian	search_term	1580	0.000317258883249
justice	Italian	search_term	1590	0.000142511044606
justice	Italian	search_term	1610	0.00113122171946
justice	Italian	search_term	1620	0.000780518264127
justice	Italian	search_term	1630	0.000908265213442
justice	Italian	search_term	1640	0.00103135313531
justice	Italian	search_term	1650	0.000223713646532
justice	Italian	search_term	1660	0.00077654824306
justice	Italian	search_term	1670	0.00153583617747
justice	Italian	search_term	1680	0.00099239166391
justice	Italian	search_term	1690	0.00188964474679
justice	Italian	search_term	16u0	0.00108225108225
justice	Italian	search_term	1700	0.00289338971734
justice	Italian	search_term	1710	0.00224870699348
justice	Italian	search_term	1720	0.00198663536211
justice	Italian	search_term	1730	0.00265674814028
justice	Italian	search_term	1740	0.00273399807012
justice	Italian	search_term	1750	0.00212891780012
justice	Italian	search_term	1760	0.00217233888487
justice	Italian	search_term	1770	0.00197102591899
justice	Italian	search_term	1780	0.00236232098036
justice	Italian	search_term	1790	0.00172043010753
justice	Italian	search_term	1800	0.0011135857461
justice	Latin	search_term	1510	0.000177438672759
justice	Latin	search_term	1520	8.92259647557e-05
justice	Latin	search_term	1540	7.90701352099e-05
justice	Latin	search_term	1550	3.58076413507e-05
justice	Latin	search_term	1560	0.000155775371914
justice	Latin	search_term	1570	0.000158346858794
justice	Latin	search_term	1580	0.000700981373923
justice	Latin	search_term	1590	0.000293115450848
justice	Latin	search_term	1600	0.000424822718212
justice	Latin	search_term	1610	0.000449088350648
justice	Latin	search_term	1620	0.000218213558336
justice	Latin	search_term	1630	0.00166978094064
justice	Latin	search_term	1640	0.000764555220001
justice	Latin	search_term	1650	0.00191766416133
justice	Latin	search_term	1660	0.000500662641732
justice	Latin	search_term	1670	0.00104627526007
justice	Latin	search_term	1680	0.000783871068887
justice	Latin	search_term	1690	0.00111772247608
justice	Latin	search_term	16u0	0.000764525993884
justice	Latin	search_term	1700	0.000919775166071
justice	Latin	search_term	1710	0.00133071858804
justice	Latin	search_term	1720	0.00062623599209
justice	Latin	search_term	1730	0.0011220381493
justice	Latin	search_term	1740	0.000555646347442
justice	Latin	search_term	1750	0.000749752922332
justice	Latin	search_term	1760	0.000864847865398
justice	Latin	search_term	1770	0.00119009838147
justice	Latin	search_term	1780	0.000313136057617
justice	Latin	search_term	1790	0.000181900864029
justice	Latin	search_term	17u0	0.000920810313076
justice	Latin	search_term	1800	0.0004662004662
justice	Spanish	search_term	1520	0.0208728652751
justice	Spanish	search_term	1530	0.0110935023772
justice	Spanish	search_term	1540	0.00227790432802
justice	Spanish	search_term	1550	0.00426439232409
justice	Spanish	search_term	1560	0.013986013986
justice	Spanish	search_term	1570	0.00152091254753
justice	Spanish	search_term	1580	0.00227272727273
justice	Spanish	search_term	1590	0.0100871160018
justice	Spanish	search_term	1600	0.00553141050968
justice	Spanish	search_term	1610	0.00283085633404
justice	Spanish	search_term	1620	0.00201729106628
justice	Spanish	search_term	1630	0.00603419376467
justice	Spanish	search_term	1640	0.00610412926391
justice	Spanish	search_term	1650	0.0077614379085
justice	Spanish	search_term	1660	0.00579500181094
justice	Spanish	search_term	1670	0.00399866711096
justice	Spanish	search_term	1680	0.00607492406345
justice	Spanish	search_term	1690	0.00936599423631
justice	Spanish	search_term	16u0	0.0189003436426
justice	Spanish	search_term	1700	0.0113432835821
justice	Spanish	search_term	1710	0.0158390410959
justice	Spanish	search_term	1720	0.00852676456656
justice	Spanish	search_term	1730	0.0103908955962
justice	Spanish	search_term	1740	0.0141509433962
justice	Spanish	search_term	1750	0.0124321484854
justice	Spanish	search_term	1760	0.0135265700483
justice	Spanish	search_term	1770	0.0179327521793
justice	Spanish	search_term	1780	0.0100092869673
justice	Spanish	search_term	1790	0.00994558078439
justice	Spanish	search_term	17u0	0.00576131687243
justice	Spanish	search_term	1800	0.00277585010409
king, queen	Dutch	search_term	1610	0.00156780768226
king, queen	Dutch	search_term	1620	0.00490045941807
king, queen	Dutch	search_term	1630	0.00171526586621
king, queen	Dutch	search_term	1640	0.00589301903898
king, queen	Dutch	search_term	1650	0.0086432160804
king, queen	Dutch	search_term	1660	0.0191516019331
king, queen	Dutch	search_term	1670	0.0167158308751
king, queen	Dutch	search_term	1680	0.0454143841668
king, queen	Dutch	search_term	1690	0.0438008616563
king, queen	Dutch	search_term	16u0	0.00373134328358
king, queen	Dutch	search_term	1700	0.041980101917
king, queen	Dutch	search_term	1710	0.026188835286
king, queen	Dutch	search_term	1720	0.0109187749667
king, queen	Dutch	search_term	1730	0.00735059124321
king, queen	Dutch	search_term	1740	0.0103626943005
king, queen	Dutch	search_term	1750	0.01053001053
king, queen	Dutch	search_term	1760	0.00650759219089
king, queen	Dutch	search_term	1770	0.00656934306569
king, queen	Dutch	search_term	1780	0.0152565880721
king, queen	Dutch	search_term	1790	0.0115486558122
king, queen	Dutch	search_term	17u0	0.00863930885529
king, queen	Dutch	search_term	1800	0.0043795620438
king, queen	English	search_term	1500	0.00989034616212
king, queen	English	search_term	1510	0.00583554376658
king, queen	English	search_term	1520	0.00384380186949
king, queen	English	search_term	1530	0.00205338809035
king, queen	English	search_term	1540	0.00682613434291
king, queen	English	search_term	1550	0.0127866427137
king, queen	English	search_term	1560	0.0131605588176
king, queen	English	search_term	1570	0.0246313672922
king, queen	English	search_term	1580	0.0284599874393
king, queen	English	search_term	1590	0.0496382054993
king, queen	English	search_term	15u0	0.00840978593272
king, queen	English	search_term	1600	0.0682161436483
king, queen	English	search_term	1610	0.066173658039
king, queen	English	search_term	1620	0.0961518460738
king, queen	English	search_term	1630	0.067988121752
king, queen	English	search_term	1640	0.089725171002
king, queen	English	search_term	1650	0.0501067258193
king, queen	English	search_term	1660	0.110390624187
king, queen	English	search_term	1670	0.0619173315143
king, queen	English	search_term	1680	0.0923802879933
king, queen	English	search_term	1690	0.0876247048968
king, queen	English	search_term	16u0	0.0299224233469
king, queen	English	search_term	1700	0.0741229618127
king, queen	English	search_term	1710	0.0701278065198
king, queen	English	search_term	1720	0.0405618552306
king, queen	English	search_term	1730	0.0422579910724
king, queen	English	search_term	1740	0.0379155458886
king, queen	English	search_term	1750	0.0326870902103
king, queen	English	search_term	1760	0.0292820350891
king, queen	English	search_term	1770	0.0201781235806
king, queen	English	search_term	1780	0.0183458539791
king, queen	English	search_term	1790	0.0180338271011
king, queen	English	search_term	17u0	0.0287101842594
king, queen	English	search_term	1800	0.0131305284787
king, queen	French	search_term	1500	0.0542099192618
king, queen	French	search_term	1510	0.000983284169125
king, queen	French	search_term	1520	0.000752445447705
king, queen	French	search_term	1530	0.00101471334348
king, queen	French	search_term	1540	0.00298507462687
king, queen	French	search_term	1550	0.0020139143171
king, queen	French	search_term	1560	0.00444957152274
king, queen	French	search_term	1570	0.00375117224133
king, queen	French	search_term	1580	0.00613722842764
king, queen	French	search_term	1590	0.00314290996487
king, queen	French	search_term	15u0	0.00729927007299
king, queen	French	search_term	1600	0.0248012116622
king, queen	French	search_term	1610	0.00512449904737
king, queen	French	search_term	1620	0.00673242523877
king, queen	French	search_term	1630	0.00676197836167
king, queen	French	search_term	1640	0.0129907788668
king, queen	French	search_term	1650	0.00771288175655
king, queen	French	search_term	1660	0.0112024722697
king, queen	French	search_term	1670	0.00829323879463
king, queen	French	search_term	1680	0.0145960290938
king, queen	French	search_term	1690	0.0219251584255
king, queen	French	search_term	16u0	0.00546448087432
king, queen	French	search_term	1700	0.0229131849767
king, queen	French	search_term	1710	0.0327608282926
king, queen	French	search_term	1720	0.0261568627451
king, queen	French	search_term	1730	0.0288687097995
king, queen	French	search_term	1740	0.048270313757
king, queen	French	search_term	1750	0.0641286739181
king, queen	French	search_term	1760	0.0788719020036
king, queen	French	search_term	1770	0.113504183124
king, queen	French	search_term	1780	0.121508970074
king, queen	French	search_term	1790	0.0467660649785
king, queen	French	search_term	17u0	0.0261697065821
king, queen	French	search_term	1800	0.0128836369604
king, queen	German	search_term	1540	0.000316355583676
king, queen	German	search_term	1570	0.000196347928529
king, queen	German	search_term	1580	0.000171027877544
king, queen	German	search_term	1610	0.000902391337043
king, queen	German	search_term	1630	0.000259605399792
king, queen	German	search_term	1640	0.000469373386529
king, queen	German	search_term	1650	0.000171379605827
king, queen	German	search_term	1680	0.00044140366365
king, queen	German	search_term	1690	0.000222692350518
king, queen	German	search_term	1720	0.000172651933702
king, queen	German	search_term	1730	0.000152987072592
king, queen	German	search_term	1740	6.75173857268e-05
king, queen	German	search_term	1750	0.000120192307692
king, queen	German	search_term	1770	7.38007380074e-05
king, queen	German	search_term	1780	0.000268744961032
king, queen	German	search_term	1790	0.000158403294789
king, queen	German	search_term	1800	0.000283567276336
king, queen	Italian	search_term	1500	0.0187239944521
king, queen	Italian	search_term	1510	0.0216500877706
king, queen	Italian	search_term	1520	0.0279632721202
king, queen	Italian	search_term	1530	0.025880228709
king, queen	Italian	search_term	1540	0.0264187866928
king, queen	Italian	search_term	1550	0.0226655648684
king, queen	Italian	search_term	1560	0.0195729537367
king, queen	Italian	search_term	1570	0.0265053298761
king, queen	Italian	search_term	1580	0.0164974619289
king, queen	Italian	search_term	1590	0.02351432236
king, queen	Italian	search_term	15u0	0.0133843212237
king, queen	Italian	search_term	1600	0.0191176470588
king, queen	Italian	search_term	1610	0.0197155785391
king, queen	Italian	search_term	1620	0.0182641273806
king, queen	Italian	search_term	1630	0.0202089009991
king, queen	Italian	search_term	1640	0.0233085808581
king, queen	Italian	search_term	1650	0.0187919463087
king, queen	Italian	search_term	1660	0.0236847214133
king, queen	Italian	search_term	1670	0.0216723549488
king, queen	Italian	search_term	1680	0.0208402249421
king, queen	Italian	search_term	1690	0.0221088435374
king, queen	Italian	search_term	16u0	0.0151515151515
king, queen	Italian	search_term	1700	0.0269307812152
king, queen	Italian	search_term	1710	0.0317067686081
king, queen	Italian	search_term	1720	0.0296189272169
king, queen	Italian	search_term	1730	0.0412681544456
king, queen	Italian	search_term	1740	0.0273399807012
king, queen	Italian	search_term	1750	0.0288586635127
king, queen	Italian	search_term	1760	0.027826626668
king, queen	Italian	search_term	1770	0.0217798364048
king, queen	Italian	search_term	1780	0.0194153255574
king, queen	Italian	search_term	1790	0.0192831541219
king, queen	Italian	search_term	17u0	0.016330451489
king, queen	Italian	search_term	1800	0.0139198218263
king, queen	Latin	search_term	1500	0.0143872520922
king, queen	Latin	search_term	1510	0.0172115512576
king, queen	Latin	search_term	1520	0.0210573276824
king, queen	Latin	search_term	1530	0.0168742466854
king, queen	Latin	search_term	1540	0.0120977306871
king, queen	Latin	search_term	1550	0.0165789379454
king, queen	Latin	search_term	1560	0.0188098761586
king, queen	Latin	search_term	1570	0.021931039943
king, queen	Latin	search_term	1580	0.0191935376193
king, queen	Latin	search_term	1590	0.0191257831678
king, queen	Latin	search_term	15u0	0.00841750841751
king, queen	Latin	search_term	1600	0.0226136400771
king, queen	Latin	search_term	1610	0.0326337534804
king, queen	Latin	search_term	1620	0.028585976142
king, queen	Latin	search_term	1630	0.02460939053
king, queen	Latin	search_term	1640	0.026721204939
king, queen	Latin	search_term	1650	0.0142587609415
king, queen	Latin	search_term	1660	0.0149020762774
king, queen	Latin	search_term	1670	0.0163218940572
king, queen	Latin	search_term	1680	0.0149876148371
king, queen	Latin	search_term	1690	0.0151221276176
king, queen	Latin	search_term	16u0	0.012996941896
king, queen	Latin	search_term	1700	0.0127746550843
king, queen	Latin	search_term	1710	0.0108908810758
king, queen	Latin	search_term	1720	0.0119644034278
king, queen	Latin	search_term	1730	0.0104613556861
king, queen	Latin	search_term	1740	0.00947867298578
king, queen	Latin	search_term	1750	0.00766792761476
king, queen	Latin	search_term	1760	0.00731189558928
king, queen	Latin	search_term	1770	0.00797365915582
king, queen	Latin	search_term	1780	0.0117034601534
king, queen	Latin	search_term	1790	0.0100954979536
king, queen	Latin	search_term	17u0	0.0110497237569
king, queen	Latin	search_term	1800	0.00792540792541
king, queen	Spanish	search_term	1500	0.0771349862259
king, queen	Spanish	search_term	1510	0.0884520884521
king, queen	Spanish	search_term	1520	0.130929791271
king, queen	Spanish	search_term	1530	0.0919175911252
king, queen	Spanish	search_term	1540	0.103264996203
king, queen	Spanish	search_term	1550	0.101812366738
king, queen	Spanish	search_term	1560	0.0909090909091
king, queen	Spanish	search_term	1570	0.0463878326996
king, queen	Spanish	search_term	1580	0.0784090909091
king, queen	Spanish	search_term	1590	0.0953690967446
king, queen	Spanish	search_term	15u0	0.0727272727273
king, queen	Spanish	search_term	1600	0.104306598183
king, queen	Spanish	search_term	1610	0.0863411181883
king, queen	Spanish	search_term	1620	0.107492795389
king, queen	Spanish	search_term	1630	0.0891719745223
king, queen	Spanish	search_term	1640	0.117055655296
king, queen	Spanish	search_term	1650	0.0919117647059
king, queen	Spanish	search_term	1660	0.0785947120608
king, queen	Spanish	search_term	1670	0.080973008997
king, queen	Spanish	search_term	1680	0.0877489031387
king, queen	Spanish	search_term	1690	0.0634005763689
king, queen	Spanish	search_term	16u0	0.0549828178694
king, queen	Spanish	search_term	1700	0.10776119403
king, queen	Spanish	search_term	1710	0.0916095890411
king, queen	Spanish	search_term	1720	0.0717669351018
king, queen	Spanish	search_term	1730	0.0601187530925
king, queen	Spanish	search_term	1740	0.0896226415094
king, queen	Spanish	search_term	1750	0.0691647697426
king, queen	Spanish	search_term	1760	0.0731538992409
king, queen	Spanish	search_term	1770	0.0671232876712
king, queen	Spanish	search_term	1780	0.0760499432463
king, queen	Spanish	search_term	1790	0.0555451304185
king, queen	Spanish	search_term	17u0	0.0274348422497
king, queen	Spanish	search_term	1800	0.0326162387231
law	Dutch	search_term	1500	0.003125
law	Dutch	search_term	1520	0.0220264317181
law	Dutch	search_term	1530	0.0036496350365
law	Dutch	search_term	1550	0.0291545189504
law	Dutch	search_term	1560	0.00121802679659
law	Dutch	search_term	1570	0.0164271047228
law	Dutch	search_term	1580	0.0182481751825
law	Dutch	search_term	1590	0.0161290322581
law	Dutch	search_term	15u0	0.0116279069767
law	Dutch	search_term	1600	0.00740740740741
law	Dutch	search_term	1610	0.0120198588973
law	Dutch	search_term	1620	0.00643185298622
law	Dutch	search_term	1630	0.0115780445969
law	Dutch	search_term	1640	0.0090661831369
law	Dutch	search_term	1650	0.0190954773869
law	Dutch	search_term	1660	0.00751745122606
law	Dutch	search_term	1670	0.00766961651917
law	Dutch	search_term	1680	0.00494787064852
law	Dutch	search_term	1690	0.00454763044519
law	Dutch	search_term	16u0	0.0149253731343
law	Dutch	search_term	1700	0.00533851007037
law	Dutch	search_term	1710	0.0079255685734
law	Dutch	search_term	1720	0.00719041278296
law	Dutch	search_term	1730	0.00671140939597
law	Dutch	search_term	1740	0.00546919976972
law	Dutch	search_term	1750	0.00772200772201
law	Dutch	search_term	1760	0.00867678958785
law	Dutch	search_term	1770	0.0148418491484
law	Dutch	search_term	1780	0.00658807212205
law	Dutch	search_term	1790	0.00227186671715
law	Dutch	search_term	1800	0.0014598540146
law	English	search_term	1500	0.000860030101054
law	English	search_term	1510	0.00141467727675
law	English	search_term	1520	0.00148510526776
law	English	search_term	1530	0.00505449376086
law	English	search_term	1540	0.000860437102048
law	English	search_term	1550	0.0025890309627
law	English	search_term	1560	0.00161976108524
law	English	search_term	1570	0.00226206434316
law	English	search_term	1580	0.00241298383631
law	English	search_term	1590	0.0040520984081
law	English	search_term	15u0	0.000764525993884
law	English	search_term	1600	0.00669155898641
law	English	search_term	1610	0.00489972860239
law	English	search_term	1620	0.0105044201768
law	English	search_term	1630	0.0121752041574
law	English	search_term	1640	0.015008948491
law	English	search_term	1650	0.0277319717072
law	English	search_term	1660	0.0209623531126
law	English	search_term	1670	0.017033939358
law	English	search_term	1680	0.0176244504699
law	English	search_term	1690	0.0128779224735
law	English	search_term	16u0	0.00849649057998
law	English	search_term	1700	0.013898496506
law	English	search_term	1710	0.0163777517813
law	English	search_term	1720	0.0188066615511
law	English	search_term	1730	0.0176483169246
law	English	search_term	1740	0.0130567960978
law	English	search_term	1750	0.0134976260457
law	English	search_term	1760	0.0139478202522
law	English	search_term	1770	0.0125041963704
law	English	search_term	1780	0.0139094606354
law	English	search_term	1790	0.0144782618209
law	English	search_term	17u0	0.00699900014284
law	English	search_term	1800	0.00872027463853
law	French	search_term	1500	0.00076893502499
law	French	search_term	1530	0.00050735667174
law	French	search_term	1540	0.000331674958541
law	French	search_term	1550	0.000732332478945
law	French	search_term	1560	0.000329597890574
law	French	search_term	1570	0.00125039074711
law	French	search_term	1580	0.000490978274211
law	French	search_term	1590	0.000924385283786
law	French	search_term	1600	0.00113593335858
law	French	search_term	1610	0.000656987057355
law	French	search_term	1620	7.82840144043e-05
law	French	search_term	1630	0.000289799072643
law	French	search_term	1640	0.000115989097025
law	French	search_term	1650	0.000559805933943
law	French	search_term	1660	0.000331107554771
law	French	search_term	1670	0.000443150164599
law	French	search_term	1680	0.000638883428347
law	French	search_term	1690	0.000832600952866
law	French	search_term	1700	0.00140733573753
law	French	search_term	1710	0.00154532208928
law	French	search_term	1720	0.000470588235294
law	French	search_term	1730	0.00102156640182
law	French	search_term	1740	0.00171394592326
law	French	search_term	1750	0.00242999305716
law	French	search_term	1760	0.00142436615706
law	French	search_term	1770	0.00205268559699
law	French	search_term	1780	0.00259690369175
law	French	search_term	1790	0.0692187254617
law	French	search_term	17u0	0.00118953211737
law	French	search_term	1800	0.0420154275398
law	Italian	search_term	1510	0.00117027501463
law	Italian	search_term	1520	0.000417362270451
law	Italian	search_term	1530	0.00240746313572
law	Italian	search_term	1540	0.00684931506849
law	Italian	search_term	1550	0.00767323810648
law	Italian	search_term	1560	0.0111506524318
law	Italian	search_term	1570	0.0198789974071
law	Italian	search_term	1580	0.00697969543147
law	Italian	search_term	1590	0.00356277611515
law	Italian	search_term	15u0	0.00956022944551
law	Italian	search_term	1600	0.00374331550802
law	Italian	search_term	1610	0.00646412411118
law	Italian	search_term	1620	0.0104589447393
law	Italian	search_term	1630	0.00408719346049
law	Italian	search_term	1640	0.00268151815182
law	Italian	search_term	1650	0.00134228187919
law	Italian	search_term	1660	0.00368860415453
law	Italian	search_term	1670	0.00494880546075
law	Italian	search_term	1680	0.00727753886867
law	Italian	search_term	1690	0.00491307634165
law	Italian	search_term	16u0	0.004329004329
law	Italian	search_term	1700	0.00623191631427
law	Italian	search_term	1710	0.00292331909152
law	Italian	search_term	1720	0.00794654144844
law	Italian	search_term	1730	0.00283386468296
law	Italian	search_term	1740	0.00482470247668
law	Italian	search_term	1750	0.00319337670018
law	Italian	search_term	1760	0.00641357194579
law	Italian	search_term	1770	0.00482901350153
law	Italian	search_term	1780	0.00472464196073
law	Italian	search_term	1790	0.00587813620072
law	Italian	search_term	17u0	0.00192122958694
law	Italian	search_term	1800	0.00501113585746
law	Latin	search_term	1500	0.00154763269517
law	Latin	search_term	1510	0.00381493146431
law	Latin	search_term	1520	0.00281061788981
law	Latin	search_term	1530	0.00477657247444
law	Latin	search_term	1540	0.00367676128726
law	Latin	search_term	1550	0.00669602893257
law	Latin	search_term	1560	0.00428382272763
law	Latin	search_term	1570	0.00585883377538
law	Latin	search_term	1580	0.00490686961746
law	Latin	search_term	1590	0.00615542446781
law	Latin	search_term	1600	0.00630698343191
law	Latin	search_term	1610	0.00685608215323
law	Latin	search_term	1620	0.00425516438755
law	Latin	search_term	1630	0.00727547409852
law	Latin	search_term	1640	0.004931381169
law	Latin	search_term	1650	0.00405183879249
law	Latin	search_term	1660	0.00506552790458
law	Latin	search_term	1670	0.00594882219299
law	Latin	search_term	1680	0.00313548427555
law	Latin	search_term	1690	0.00466813504717
law	Latin	search_term	1700	0.0036109691705
law	Latin	search_term	1710	0.00287155063734
law	Latin	search_term	1720	0.00382333553065
law	Latin	search_term	1730	0.00402613688865
law	Latin	search_term	1740	0.00369341395653
law	Latin	search_term	1750	0.00354428654194
law	Latin	search_term	1760	0.00212280839689
law	Latin	search_term	1770	0.00380831482069
law	Latin	search_term	1780	0.00410991075622
law	Latin	search_term	1790	0.00118235561619
law	Latin	search_term	17u0	0.00184162062615
law	Spanish	search_term	1500	0.0495867768595
law	Spanish	search_term	1510	0.017199017199
law	Spanish	search_term	1520	0.0512333965844
law	Spanish	search_term	1530	0.0380348652932
law	Spanish	search_term	1540	0.0615034168565
law	Spanish	search_term	1550	0.044776119403
law	Spanish	search_term	1560	0.0236013986014
law	Spanish	search_term	1570	0.025855513308
law	Spanish	search_term	1580	0.0238636363636
law	Spanish	search_term	1590	0.0637322329207
law	Spanish	search_term	15u0	0.0545454545455
law	Spanish	search_term	1600	0.0272619517977
law	Spanish	search_term	1610	0.0272469922151
law	Spanish	search_term	1620	0.0268011527378
law	Spanish	search_term	1630	0.0298357358364
law	Spanish	search_term	1640	0.0362657091562
law	Spanish	search_term	1650	0.0302287581699
law	Spanish	search_term	1660	0.0242665700833
law	Spanish	search_term	1670	0.0196601132956
law	Spanish	search_term	1680	0.0266621667229
law	Spanish	search_term	1690	0.0309798270893
